name,category,phone,reservation,address,transportation,hours,price_range,review_based_price_range,service_charges,seating_capacity,max_guests,private_rooms,charter,smoking_policy,parking,facilities,course_menu,drinks,scenes,services,homepage,opened_date,additional_notes,diner_idx,city_name,region_name,tabelog_url,total_review_count,facebook_url,instagram_url,twitter_url,payment_card,payment_emoney,payment_qr,card_types,price_min,price_max,review_price_min,review_price_max,has_private_room,has_smoking,has_reservation,has_parking,bayesian_score,rank
ヘリオス那覇エアポートブルワリー,ビアバー,090-8746-1996,予約不可,沖縄県那覇市鏡水150 那覇空港 国際線エリア 4F,那覇空港駅から218m,"11:00 - 20:00

L.O. 19:00",{},"{'Dinner': '￥2,000～￥2,999', 'Lunch': '￥3,000～￥3,999'}",,,,無,不可,全席禁煙,有,,,,,,,2022年12月12日,,47029825,那覇市その他,okinawa,https://tabelog.com/okinawa/A4701/A470103/47029825/,73,,,,1,1,1,[],,,2000,2999,0,2,1,1,0.4919273297871699,203.0
Howdy Post,居酒屋、ビストロ、ダイニングバー,050-5595-7378,予約可,沖縄県那覇市牧志1-1-39 STEPビル 1F,那覇国際通りからパラダイス通りに入って徒歩1分。美栄橋駅(モノレール)より徒歩10分“Hotel collective”より徒歩2分“Hotel JAL city”より徒歩3分,"月・火・水・木・金・祝後日
                        
                      
                          
                            17:00 - 00:00
                              L.O. 料理23:00 ドリンク23:30
                          
                      
                    
                    
                        
                          土
                        
                      
                          
                            14:00 - 01:00
                              L.O. 料理00:00 ドリンク00:30
                          
                      
                    
                    
                        
                          日・祝日
                        
                      
                          
                            14:00 - 00:00
                              L.O. 料理23:00 ドリンク23:30
                          
                      
                    
                    
                        
                          祝前日
                        
                      
                          
                            17:00 - 01:00
                              L.O. 料理00:00 ドリンク00:30","{'Dinner': '￥3,000～￥3,999'}",{},お通し代　300円(税込み),33,着席時 33人、立食時 40人,無,"可                
                  
                    （20人以下可、20人～50人可）",全席禁煙,無,オシャレな空間、落ち着いた空間、席が広い、カップルシートあり、カウンター席あり、ソファー席あり、座敷あり、オープンテラスあり、電源あり、無料Wi-Fiあり,飲み放題,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる、焼酎にこだわる、ワインにこだわる、カクテルにこだわる,家族・子供と,お通し代　300円(税込み),,2025年1月21日,,47032613,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47032613/,5,,https://www.instagram.com/howdy.post/,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'UnionPay', 'VISA']",3000,3999,,,0,2,1,0,0.4919080389509654,204.0
島黒豚しゃぶ 砂浜 国際通り,沖縄料理、豚しゃぶ、居酒屋,050-5600-8298,予約可,沖縄県那覇市牧志3-12-8 フィットビル 2F,牧志駅から１５０メートル定休日なく、毎日ランチから営業しています。,"月・火・水・木・金・土・日・祝日・祝前日・祝後日
                        
                      
                          
                            12:00 - 23:00","{'Dinner': '￥6,000～￥7,999', 'Lunch': '￥2,000～￥2,999'}",{},,45,着席時 45人,"有                
                  
                    （2人可、4人可）
                  
                  
                    半個室あり","可                
                  
                    （20人～50人可、20人以下可）","分煙（加熱式たばこ限定）
                  2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。",無,オシャレな空間、落ち着いた空間、席が広い、カウンター席あり、無料Wi-Fiあり,飲み放題,焼酎あり、ワインあり、カクテルあり、焼酎にこだわる、ワインにこだわる、カクテルにこだわる,,2時間半以上の宴会可、お祝い・サプライズ可、複数言語メニューあり（英語）,,2022年3月5日,,47028780,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47028780/,14,,https://www.instagram.com/sunahama.2022,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",6000,7999,,,1,2,1,0,0.49182845876935216,205.0
つけ汁無双 鷹丸,つけ麺,098-996-4754,,沖縄県那覇市松山2-28-2,美栄橋駅から657m,"月・火・木・金・土・日
                        
                      
                          
                            11:00 - 15:00
                          
                      
                    
                    
                        
                          水
                        
                      
                          
                            定休日",{},"{'Lunch': '￥1,000～￥1,999'}",,,,無,不可,,無,,,,,,,2024年3月1日,那覇市国場にあった「つけそば慶次」が移転オープン。同じ松山エリアにある「激熱酒場　赤ほりゅう」の系列店。,47031506,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47031506/,13,,https://www.instagram.com/tukesobakeiji,,1,1,1,[],,,1000,1999,0,2,2,0,0.4917900491618013,206.0
夜寄,居酒屋,050-5456-1772,予約可,沖縄県那覇市松山1丁目15-7 MATSUYAMA115ビル 1F,ゆいレール「県庁前駅」から徒歩約10分バス停「若松入口」から徒歩約5分,"月・火・水・金・土・日・祝日・祝前日・祝後日
                        
                      
                          
                            19:00 - 03:00
                          
                      
                    
                    
                        
                          木
                        
                      
                          
                            定休日","{'Dinner': '￥5,000～￥5,999'}",{},,19,,"有                
                  
                    （8人可）
                  
                  
                    半個室あり","可                
                  
                    （20人以下可）","全席禁煙
                  店外に喫煙スペース有り",無,落ち着いた空間、カウンター席あり,飲み放題,日本酒あり、焼酎あり、日本酒にこだわる、焼酎にこだわる,一人で入りやすい,,,2024年11月20日,※5名様以上の席のみのご予約はお電話にてお問い合わせください。,47032527,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47032527/,5,,https://www.instagram.com/yoyo_okinawa0808,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'UnionPay', 'VISA']",5000,5999,,,1,1,1,0,0.4916410844659863,207.0
白昼夢 喫茶 ロマン座,喫茶店、カフェ、サンドイッチ,098-927-4995,,沖縄県那覇市安里1-4-13 1F,安里駅から272m,"月・火・水・木・日

08:00 - 17:00

金・土

09:00 - 18:00",{},"{'Lunch': '￥1,000～￥1,999'}",,,,無,,,無,席が広い、カウンター席あり、ソファー席あり,,,一人で入りやすい,,,,,47031520,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47031520/,15,,,,0,0,1,[],,,1000,1999,0,2,2,0,0.4914566230818843,208.0
水島宗三郎,もつ鍋,098-996-7542,予約可,沖縄県那覇市鏡原町1-63 亀甲ビル 1F,奥武山公園駅から66m,"18:00 - 22:30

L.O. 21:00",{},{},,,,,不可,,無,,,,,,,2024年3月6日,,47032445,那覇市その他,okinawa,https://tabelog.com/okinawa/A4701/A470103/47032445/,6,,https://www.instagram.com/mizushimasouzaburo/,,0,0,0,[],,,,,2,2,1,0,0.4912482226590592,209.0
BAR 上原,バー,098-988-1107,予約可,沖縄県那覇市久茂地3-3-19,県庁前駅から283m,"■営業時間
19:00～翌2:00(L.O.)",{},{},,,,有,,,無,,,,,,,,,47031785,久茂地,okinawa,https://tabelog.com/okinawa/A4701/A470101/47031785/,4,,,,0,0,0,[],,,,,1,2,1,0,0.4910926918826606,210.0
MILCOMIDAS,メキシコ料理、タコス,080-9007-4411,予約可,沖縄県那覇市牧志1-9-13,美栄橋駅から304m,06:00 - 15:00,"{'Lunch': '￥1,000～￥1,999'}","{'Lunch': '￥1,000～￥1,999'}",,,,無,不可,全席禁煙,無,,,,,,,2023年2月,,47030539,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47030539/,32,,https://www.instagram.com/mil_comidas?igsh=MTN5MnVuZG1uZWY5Mw==,,1,1,1,['AMEX'],1000,1999,1000,1999,0,2,1,0,0.4909331942661536,211.0
福助の玉子焼き 久茂地店,おにぎり,080-6485-3861,予約不可,沖縄県那覇市久茂地3-2-1,県庁前駅から170m,"月・火・水・木・金・土・日・祝日・祝前日・祝後日

07:30 - 19:30",{},{'Lunch': '～￥999'},,,,無,不可,,無,,,,,,https://www.fukusuke-tamago.com/shop.php,2024年6月20日,,47032207,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47032207/,17,,,,1,1,1,[],,,,,0,2,1,0,0.49084213765270596,212.0
小さな酒バル 盃,居酒屋、バル、沖縄料理,050-5600-6220,予約可,沖縄県名護市大中1-2-6,許田ICより車で10分,"月・火・水・木・日・祝日・祝後日

18:00 - 01:00

金・土・祝前日

18:00 - 02:00","{'Dinner': '￥2,000～￥2,999'}","{'Dinner': '￥3,000～￥3,999'}",,25,,無,"可

（20人以下可）","全席喫煙可

2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。",無,オシャレな空間、落ち着いた空間、カウンター席あり,飲み放題,焼酎あり、ワインあり、カクテルあり,,,https://taizinooheya.my.canva.site/dafz2cvup-a,2019年12月,,47025615,本島北部,okinawa,https://tabelog.com/okinawa/A4702/A470201/47025615/,12,,https://www.instagram.com/sakazukiokinawa/,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",2000,2999,3000,3999,0,1,1,0,0.4905752006731586,213.0
,,,,,,,{},{},,160,,無,不可,全席禁煙,無,オシャレな空間、席が広い、ソファー席あり,,カクテルあり、カクテルにこだわる,家族・子供と ｜ 知人・友人と,お祝い・サプライズ可、複数言語メニューあり（英語）,http://www.sams-okinawa.jp/,,,47000020,久茂地,okinawa,https://tabelog.com/okinawa/A4701/A470101/47000020/,292,https://www.facebook.com/sams.okinawa,,https://twitter.com/okinawa_sams,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",,,,,0,2,2,0,0.4904410387646788,214.0
たくよし,しゃぶしゃぶ、沖縄料理、居酒屋,098-860-8948,予約可,沖縄県那覇市前島3-2-22,"ゆいレール美栄橋駅より徒歩7分
県庁前駅より徒歩13分","月・火・水・木・金・土・日・祝日・祝前日・祝後日

17:00 - 22:00

L.O. 料理21:00 ドリンク21:30","{'Dinner': '￥6,000～￥7,999'}","{'Dinner': '￥6,000～￥7,999'}",サービス料はありません,22,,無,"可

（20人以下可、20人～50人可）","全席禁煙

外に喫煙スペースあり",無,オシャレな空間、落ち着いた空間、席が広い、カウンター席あり,,焼酎あり、ワインあり、焼酎にこだわる,家族・子供と ｜ デート,お祝い・サプライズ可,https://takuyoshi.com/,2019年10月29日,,47025395,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47025395/,53,,https://www.instagram.com/@takuyoshi.yorimichi,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",6000,7999,6000,7999,0,2,1,0,0.49036210946613695,215.0
にじや商店 曙店,沖縄料理,080-6487-4954,,沖縄県那覇市曙2-27-9 1F,"美栄橋駅から2,389m","月・火・木・金・土・日

10:00 - 15:00

水

定休日",{},{},,,,,,,無,,,,,,,2025年2月20日,,47033072,那覇市その他,okinawa,https://tabelog.com/okinawa/A4701/A470103/47033072/,5,,https://www.instagram.com/okinawasyokudo_nijiya_akebono,,1,1,1,[],,,,,2,2,2,0,0.4903110917142964,216.0
ホホバレ,ステーキ、鉄板焼き、沖縄料理,098-868-1329,予約可,沖縄県那覇市久茂地3-8-2,県庁前から徒歩4分,17:00 - 21:00,"{'Dinner': '￥10,000～￥14,999', 'Lunch': '￥10,000～￥14,999'}","{'Dinner': '￥20,000～￥29,999'}",,9,,"有

（2人可、4人可）

個室料金：お一人様2,000円","可

（20人以下可）",全席禁煙,無,オシャレな空間、落ち着いた空間、席が広い、カウンター席あり、電源あり、無料Wi-Fiあり、車椅子で入店可,,ワインあり、カクテルあり、ワインにこだわる,,お祝い・サプライズ可（バースデープレート）,https://hohobare-okinawa.com/,2021年5月8日,お客様ご手配のケーキやワインなどお持込はお断りしております,47027712,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47027712/,20,,https://www.instagram.com/hohobare_okinawa.steak?r=nametag,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",10000,14999,20000,29999,1,2,1,0,0.4902922512134757,217.0
しまあかり 名護店,沖縄料理、居酒屋,0980-54-2772,予約可,沖縄県名護市字幸喜96-1,,"火・水・木・金・土・日

17:30 - 23:30

月

定休日",{},"{'Dinner': '￥3,000～￥3,999'}",,,,無,可,全席禁煙,有,座敷あり、ライブ・生演奏あり,,,家族・子供と,複数言語メニューあり（英語）,,2018年1月5日,,47022397,本島北部,okinawa,https://tabelog.com/okinawa/A4702/A470201/47022397/,38,,https://www.instagram.com/shimaakari2022?igsh=MTA5OWpkNmh2Z283bA%3D%3D,,1,1,1,[],,,3000,3999,0,2,1,1,0.49006373799163366,218.0
博多料理 もつ鍋 とりふく,居酒屋、鳥料理、もつ鍋,050-5596-3956,予約可,沖縄県那覇市牧志1-12-6 金城ビル 1F,美栄橋駅　徒歩5分,"火・水・木・金・土

18:00 - 00:00

日・祝日

18:00 - 23:00

月

定休日","{'Dinner': '￥5,000～￥5,999'}",{},お通し代　300円(税込み),35,,"有

（6人可、8人可、10～20人可）",可,"分煙（加熱式たばこ限定）

2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。",無,落ち着いた空間、席が広い、カウンター席あり、座敷あり、掘りごたつあり、スポーツ観戦可、無料Wi-Fiあり,飲み放題,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる、焼酎にこだわる、ワインにこだわる、カクテルにこだわる,家族・子供と ｜ 大人数の宴会,2時間半以上の宴会可、複数言語メニューあり（英語、中国語繁体字、中国語簡体字、韓国語）,https://syuka-torifuku.com/,2023年3月2日,,47030104,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47030104/,13,,,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'UnionPay', 'VISA']",5000,5999,,,1,2,1,0,0.4900105999444382,219.0
